inventory_id,date,region,product,supplier,warehouse,inventory_level,reorder_point,demand_forecast,lead_time_days,supplier_delay_days,order_quantity,unit_cost,holding_cost,stockout_count,supplier_rating,risk_level,on_time_delivery_rate,inventory_value,days_of_supply,shortage_risk
INV-000703,2024-06-22,East,Equipment,Supplier-040,WH-North,9822,1230,1031,12,28,4963,170.32,9.28,3,2.6,Low,0.82,1672883.04,285.8,0
INV-000704,2022-07-07,Central,Component X,Supplier-035,WH-South,5927,1624,2282,39,18,1835,424.07,3.77,16,4.7,Medium,0.98,2513462.89,77.9,0
INV-000705,2024-01-02,South,Component X,Supplier-002,WH-South,5472,1703,2887,16,10,1395,34.3,5.08,17,3.8,Low,0.83,187689.6,56.9,0
INV-000706,2023-01-02,North,Component Y,Supplier-019,WH-East,5429,947,2429,56,25,3607,162.19,4.64,12,2.7,Low,0.79,880529.51,67.1,0
INV-000707,2023-04-27,West,Finished Good 2,Supplier-038,WH-North,5295,393,2615,11,18,4481,365.67,4.98,18,3.1,Medium,0.94,1936222.65,60.7,0
INV-000708,2024-04-02,East,Finished Good 2,Supplier-035,WH-South,4982,822,1587,43,11,1466,90.83,9.17,6,2.5,Low,0.82,452515.06,94.2,0
INV-000709,2024-07-05,South,Finished Good 2,Supplier-019,WH-Central,8553,529,4744,2,12,234,248.52,5.46,17,2.8,Low,0.87,2125591.56,54.1,0
INV-000710,2024-03-10,East,Raw Material A,Supplier-003,WH-East,5104,1779,1371,42,3,2189,181.83,6.71,9,1.2,Medium,0.77,928060.32,111.7,0
INV-000711,2024-09-05,Central,Equipment,Supplier-024,WH-East,3579,1187,4198,44,0,2851,165.12,7.39,6,2.0,High,0.79,590964.48,25.6,0
INV-000712,2023-02-06,West,Packaging,Supplier-025,WH-Central,7204,828,4996,18,6,3083,208.05,7.98,2,4.7,High,0.89,1498792.2,43.3,0
INV-000713,2023-01-18,West,Finished Good 1,Supplier-013,WH-North,8374,1982,3719,3,1,3585,270.39,1.91,5,3.3,Low,0.85,2264245.86,67.6,0
INV-000714,2022-02-23,South,Finished Good 1,Supplier-003,WH-North,2033,414,2010,47,3,3960,154.02,0.95,5,1.0,Low,0.84,313122.66,30.3,0
INV-000715,2024-07-14,East,Finished Good 1,Supplier-006,WH-North,6551,957,3912,32,18,2208,202.17,3.69,14,5.0,Medium,0.85,1324415.67,50.2,0
INV-000716,2023-07-17,South,Equipment,Supplier-033,WH-Central,6746,1002,4466,39,4,1952,311.82,1.41,14,2.4,Critical,0.73,2103537.72,45.3,0
INV-000717,2024-02-19,Central,Finished Good 2,Supplier-047,WH-Central,8369,1915,3864,58,10,468,166.33,7.46,1,4.8,Low,0.74,1392015.77,65.0,0
INV-000718,2022-06-09,North,Raw Material A,Supplier-042,WH-North,6478,1280,2962,40,14,531,434.77,8.63,2,4.8,High,0.99,2816440.06,65.6,0
INV-000719,2022-05-11,Central,Component Y,Supplier-004,WH-Central,2235,1592,4491,32,12,866,401.68,6.11,9,3.1,Low,0.95,897754.8,14.9,0
INV-000720,2024-08-02,East,Finished Good 1,Supplier-027,WH-West,4653,156,268,7,18,2652,71.9,3.75,19,2.8,Low,0.98,334550.7,520.9,0
INV-000721,2024-10-10,North,Component Y,Supplier-031,WH-East,5677,365,2532,35,29,4779,424.3,3.36,9,2.7,Low,0.94,2408751.1,67.3,0
INV-000722,2024-12-25,North,Raw Material A,Supplier-011,WH-North,5118,1346,3537,40,26,1947,91.11,5.4,15,2.9,Critical,0.86,466300.98,43.4,0
INV-000723,2024-10-05,North,Raw Material B,Supplier-031,WH-North,677,901,1897,14,1,3868,58.84,8.82,3,3.4,Medium,0.87,39834.68,10.7,1
INV-000724,2024-02-27,Central,Raw Material A,Supplier-047,WH-East,4705,1122,4180,1,27,4718,488.52,1.97,5,1.5,Medium,0.79,2298486.6,33.8,0
INV-000725,2022-11-04,East,Finished Good 2,Supplier-032,WH-Central,882,1449,2569,38,28,3756,275.48,8.08,3,3.9,Medium,0.95,242973.36,10.3,1
INV-000726,2024-06-12,North,Raw Material A,Supplier-027,WH-East,1659,1228,4861,41,26,4113,434.48,2.64,16,2.4,Low,0.74,720802.32,10.2,0
INV-000727,2024-11-01,South,Equipment,Supplier-010,WH-North,7376,1921,2261,44,18,1783,124.09,2.59,5,3.0,Low,0.84,915287.84,97.9,0
INV-000728,2024-10-15,North,Component X,Supplier-002,WH-Central,3456,1123,4715,7,7,1159,472.4,2.27,8,4.8,Low,0.83,1632614.4,22.0,0
INV-000729,2022-11-12,Central,Raw Material B,Supplier-039,WH-South,8527,1236,3294,46,5,2765,450.15,1.93,1,4.9,Low,0.84,3838429.05,77.7,0
INV-000730,2022-09-23,South,Component X,Supplier-046,WH-Central,6422,1485,603,34,21,1131,269.37,1.24,9,1.6,Critical,0.84,1729894.14,319.5,0
INV-000731,2023-10-18,East,Component X,Supplier-044,WH-Central,1574,1846,1052,1,10,3584,421.31,8.94,11,2.6,Low,0.94,663141.94,44.9,1
INV-000732,2024-11-23,East,Component Y,Supplier-049,WH-North,7216,1321,4369,56,15,1549,192.65,1.53,18,2.2,High,0.77,1390162.4,49.5,0
INV-000733,2023-02-06,Central,Finished Good 1,Supplier-028,WH-North,3564,242,2040,14,16,3683,301.41,2.74,15,1.9,High,0.99,1074225.24,52.4,0
INV-000734,2024-10-08,North,Equipment,Supplier-049,WH-South,9346,1999,2042,51,15,3902,333.0,7.94,9,4.2,Low,0.85,3112218.0,137.3,0
INV-000735,2022-03-20,East,Finished Good 1,Supplier-007,WH-North,1419,1995,1909,28,0,3577,423.48,1.32,15,1.5,Medium,0.91,600918.12,22.3,1
INV-000736,2024-12-25,West,Component X,Supplier-015,WH-Central,6044,869,727,21,26,2753,326.25,2.3,2,2.1,Medium,0.89,1971855.0,249.4,0
INV-000737,2023-10-14,North,Raw Material A,Supplier-038,WH-South,8922,267,4437,59,14,1001,489.37,2.68,11,1.6,Low,0.95,4366159.14,60.3,0
INV-000738,2024-12-09,South,Component Y,Supplier-004,WH-Central,6261,1650,1038,53,21,4321,7.1,6.68,4,3.2,Low,0.71,44453.1,181.0,0
INV-000739,2022-01-02,Central,Component X,Supplier-022,WH-Central,6573,1657,2744,57,6,2317,417.52,7.64,10,1.2,Low,0.71,2744358.96,71.9,0
INV-000740,2024-03-27,Central,Component Y,Supplier-012,WH-Central,9010,1014,4186,27,8,2976,150.07,6.94,10,2.2,High,0.92,1352130.7,64.6,0
INV-000741,2023-01-17,South,Raw Material A,Supplier-010,WH-South,2795,1813,2680,27,3,290,56.97,5.34,16,4.9,High,0.85,159231.15,31.3,0
INV-000742,2023-05-02,North,Raw Material A,Supplier-018,WH-North,9248,826,1659,8,29,3028,108.28,9.96,10,1.2,Medium,0.99,1001373.44,167.2,0
INV-000743,2024-01-26,South,Raw Material A,Supplier-012,WH-East,8910,711,4976,13,17,1939,398.34,7.17,11,4.6,High,0.84,3549209.4,53.7,0
INV-000744,2022-04-17,South,Component Y,Supplier-035,WH-South,8889,997,2442,45,7,2446,200.28,3.11,9,2.6,Low,0.76,1780288.92,109.2,0
INV-000745,2023-07-06,West,Raw Material B,Supplier-031,WH-North,6407,828,1523,50,11,4328,332.1,8.65,3,2.4,Low,0.96,2127764.7,126.2,0
INV-000746,2022-03-03,South,Raw Material A,Supplier-028,WH-Central,7285,891,2508,50,26,1756,329.36,5.62,12,3.6,High,0.84,2399387.6,87.1,0
INV-000747,2024-01-09,Central,Raw Material B,Supplier-037,WH-East,67,1181,627,37,5,1395,174.31,8.37,10,4.7,Low,0.72,11678.77,3.2,1
INV-000748,2024-03-10,East,Finished Good 2,Supplier-016,WH-Central,2547,1398,3608,37,27,1570,266.04,0.57,1,1.8,Low,0.93,677603.88,21.2,0
INV-000749,2024-02-20,North,Component X,Supplier-003,WH-East,9656,680,383,39,3,1443,254.26,7.72,0,2.3,Low,0.81,2455134.56,756.3,0
INV-000750,2023-11-11,East,Raw Material B,Supplier-036,WH-South,3487,428,4954,24,18,964,217.49,6.23,2,3.0,Medium,0.96,758387.63,21.1,0
INV-000751,2024-07-24,South,Equipment,Supplier-006,WH-South,7442,1008,2728,13,11,583,124.4,7.54,5,4.8,Low,0.73,925784.8,81.8,0
INV-000752,2022-03-20,South,Equipment,Supplier-043,WH-Central,8025,1515,3219,45,2,3688,231.08,7.34,17,4.7,Medium,0.72,1854417.0,74.8,0
INV-000753,2022-03-04,West,Component Y,Supplier-024,WH-East,2937,1583,3399,20,28,686,38.12,1.86,8,2.7,High,0.91,111958.44,25.9,0
INV-000754,2022-09-13,Central,Finished Good 2,Supplier-034,WH-West,4260,959,3075,51,11,3107,355.39,8.27,5,1.2,Low,0.81,1513961.4,41.6,0
INV-000755,2022-12-10,North,Packaging,Supplier-011,WH-Central,4988,630,3703,14,25,816,246.72,0.71,9,2.4,Critical,0.92,1230639.36,40.4,0
INV-000756,2023-07-27,South,Finished Good 2,Supplier-013,WH-West,1337,1832,1886,4,21,4224,399.3,4.83,18,2.3,Medium,0.94,533864.1,21.3,1
INV-000757,2022-12-27,Central,Raw Material B,Supplier-013,WH-South,9373,1144,2251,15,29,4582,110.7,2.92,16,4.3,Medium,0.82,1037591.1,124.9,0
INV-000758,2023-12-03,East,Packaging,Supplier-025,WH-Central,9569,964,1883,51,13,4925,200.56,6.07,16,2.9,High,0.82,1919158.64,152.5,0
INV-000759,2024-02-07,North,Component Y,Supplier-034,WH-East,8177,1356,3183,25,8,347,459.5,7.55,8,1.7,Medium,0.92,3757331.5,77.1,0
INV-000760,2023-07-04,North,Finished Good 1,Supplier-007,WH-South,9053,317,1526,1,11,4130,262.39,9.2,17,2.9,Low,0.89,2375416.67,178.0,0
INV-000761,2023-05-30,West,Raw Material A,Supplier-027,WH-West,2903,836,2030,5,16,972,456.46,1.28,16,3.3,Low,0.81,1325103.38,42.9,0
INV-000762,2023-01-09,Central,Raw Material B,Supplier-013,WH-North,4629,1958,4690,14,15,3195,199.32,6.03,5,1.7,Medium,0.7,922652.28,29.6,0
INV-000763,2024-12-08,North,Packaging,Supplier-027,WH-Central,9677,880,1734,50,17,3992,464.52,3.87,8,1.7,Low,0.76,4495160.04,167.4,0
INV-000764,2024-03-16,East,Raw Material A,Supplier-033,WH-West,5185,972,2644,37,27,1833,247.17,2.91,12,4.4,High,0.88,1281576.45,58.8,0
INV-000765,2024-08-01,East,Equipment,Supplier-022,WH-East,3891,956,731,15,29,3068,98.88,1.28,17,2.0,Low,0.8,384742.08,159.7,0
INV-000766,2024-03-18,South,Finished Good 2,Supplier-035,WH-West,4666,1126,1915,7,8,2592,255.49,2.67,18,1.7,Low,0.81,1192116.34,73.1,0
INV-000767,2023-02-06,South,Component X,Supplier-022,WH-South,5709,695,4987,12,29,2854,334.26,4.89,9,1.1,Low,0.94,1908290.34,34.3,0
INV-000768,2022-10-15,East,Raw Material B,Supplier-019,WH-South,9323,1197,3010,3,13,4750,352.41,0.55,14,2.5,Low,0.79,3285518.43,92.9,0
INV-000769,2023-12-24,Central,Finished Good 1,Supplier-013,WH-West,5567,489,1187,51,21,2111,257.69,6.07,16,1.5,Medium,0.96,1434560.23,140.7,0
INV-000770,2023-08-26,Central,Finished Good 2,Supplier-001,WH-Central,2257,870,1160,46,11,4031,252.72,1.49,4,4.6,Low,0.97,570389.04,58.4,0
INV-000771,2023-01-16,East,Component X,Supplier-014,WH-North,9834,865,4442,20,3,3581,119.05,5.96,17,2.8,Medium,0.74,1170737.7,66.4,0
INV-000772,2023-05-21,East,Finished Good 2,Supplier-046,WH-South,2029,1741,4921,11,1,1237,39.44,4.08,4,3.8,Low,0.91,80023.76,12.4,0
INV-000773,2022-09-30,South,Finished Good 1,Supplier-048,WH-South,1781,970,3048,20,22,1296,29.6,7.85,3,2.0,Low,0.93,52717.6,17.5,0
INV-000774,2024-12-26,East,Component X,Supplier-049,WH-South,472,735,3311,55,0,4712,191.7,4.67,4,4.8,Low,0.82,90482.4,4.3,1
INV-000775,2023-07-06,South,Equipment,Supplier-007,WH-East,4345,982,1227,50,0,1375,140.28,9.46,4,3.0,Medium,0.99,609516.6,106.2,0
INV-000776,2024-03-12,South,Component Y,Supplier-041,WH-South,4849,626,1544,56,16,1321,447.66,3.6,12,5.0,High,0.96,2170703.34,94.2,0
INV-000777,2023-04-01,South,Finished Good 2,Supplier-028,WH-South,4590,715,204,30,18,1865,20.51,5.66,7,3.1,Low,0.82,94140.9,675.0,0
INV-000778,2023-02-03,West,Component Y,Supplier-019,WH-West,2864,729,2178,42,3,4351,409.85,7.45,19,1.0,Medium,0.92,1173810.4,39.4,0
INV-000779,2022-07-31,Central,Finished Good 2,Supplier-006,WH-North,5185,365,4501,46,22,4693,256.08,2.58,16,4.0,Low,1.0,1327774.8,34.6,0
INV-000780,2023-11-28,East,Component Y,Supplier-047,WH-North,7171,1698,2429,39,11,4033,397.15,0.66,1,2.0,Low,0.98,2847962.65,88.6,0
INV-000781,2024-04-09,West,Raw Material A,Supplier-030,WH-North,2311,1224,1119,22,20,3529,76.89,7.96,18,4.5,High,0.77,177692.79,62.0,0
INV-000782,2022-12-03,South,Component Y,Supplier-030,WH-Central,2112,1528,3489,31,17,4348,450.03,3.29,7,2.2,Medium,0.99,950463.36,18.2,0
INV-000783,2023-06-18,West,Raw Material A,Supplier-043,WH-North,5256,433,3554,31,9,2917,175.37,2.02,14,3.9,Low,0.89,921744.72,44.4,0
INV-000784,2022-06-13,West,Raw Material B,Supplier-035,WH-East,4972,1323,2845,37,18,2908,488.96,6.13,9,4.3,Medium,0.73,2431109.12,52.4,0
INV-000785,2023-11-03,Central,Packaging,Supplier-035,WH-South,4890,1734,685,7,0,4039,382.72,4.04,14,1.4,High,0.91,1871500.8,214.2,0
INV-000786,2023-01-18,North,Component X,Supplier-011,WH-East,6427,1032,3774,25,27,790,424.11,3.02,14,4.7,Low,1.0,2725754.97,51.1,0
INV-000787,2024-12-27,South,Finished Good 1,Supplier-003,WH-South,3077,1158,4642,34,0,1351,17.87,7.22,18,4.1,Low,0.8,54985.99,19.9,0
INV-000788,2023-11-23,West,Component X,Supplier-047,WH-Central,2861,1695,2138,12,0,2770,5.09,9.69,8,2.0,Low,0.72,14562.49,40.1,0
INV-000789,2024-09-16,East,Component X,Supplier-023,WH-West,3068,1046,4659,31,14,3983,94.36,5.51,18,2.6,Medium,0.8,289496.48,19.8,0
INV-000790,2022-12-31,North,Raw Material B,Supplier-019,WH-West,7386,192,1851,45,26,3923,350.34,7.88,4,2.5,Medium,0.79,2587611.24,119.7,0
INV-000791,2023-12-05,North,Finished Good 2,Supplier-038,WH-East,1911,885,1547,43,25,4704,305.75,8.5,2,4.7,Medium,0.74,584288.25,37.1,0
INV-000792,2024-03-07,West,Finished Good 2,Supplier-046,WH-North,5523,1054,1207,38,18,2903,396.58,5.1,19,4.4,Low,0.89,2190311.34,137.3,0
INV-000793,2022-12-10,North,Component Y,Supplier-018,WH-South,5222,648,706,15,16,1779,399.94,5.31,3,4.7,Medium,0.71,2088486.68,221.9,0
INV-000794,2022-12-18,North,Raw Material A,Supplier-016,WH-South,1833,1179,2710,2,0,4162,413.27,7.32,10,2.7,Critical,0.77,757523.91,20.3,0
INV-000795,2024-04-06,West,Component X,Supplier-026,WH-Central,3337,973,412,32,26,3800,497.13,9.29,6,3.7,Low,1.0,1658922.81,243.0,0
INV-000796,2023-03-30,Central,Component X,Supplier-025,WH-North,7148,643,1317,35,19,1195,322.39,8.26,4,4.0,Medium,0.89,2304443.72,162.8,0
INV-000797,2023-04-01,East,Component X,Supplier-024,WH-Central,4019,820,706,25,10,1443,253.27,7.93,19,4.3,High,0.73,1017892.13,170.8,0
INV-000798,2023-12-05,South,Finished Good 2,Supplier-041,WH-Central,6422,677,1322,22,25,4002,189.06,7.87,18,4.5,High,1.0,1214143.32,145.7,0
INV-000799,2024-12-20,Central,Packaging,Supplier-007,WH-West,5463,1471,2574,13,22,4575,483.44,4.97,4,4.5,Medium,0.79,2641032.72,63.7,0
INV-000800,2024-01-28,South,Finished Good 2,Supplier-019,WH-South,3859,1668,489,54,12,359,325.5,8.68,18,1.5,Medium,0.73,1256104.5,236.7,0
INV-000801,2022-07-29,West,Finished Good 1,Supplier-011,WH-Central,1745,1049,4201,43,17,798,355.09,3.9,2,2.8,Low,0.85,619632.05,12.5,0
INV-000802,2023-04-03,South,Raw Material A,Supplier-019,WH-Central,4133,1673,2222,12,9,369,366.83,6.27,11,3.2,Low,1.0,1516108.39,55.8,0
INV-000803,2024-10-30,Central,Component X,Supplier-049,WH-Central,2176,1793,3020,11,4,2116,142.26,1.8,18,1.1,High,1.0,309557.76,21.6,0
INV-000804,2022-08-06,East,Finished Good 1,Supplier-007,WH-Central,9106,362,1272,22,12,4987,361.07,6.68,12,2.0,Medium,0.84,3287903.42,214.8,0
INV-000805,2024-03-12,Central,Packaging,Supplier-001,WH-West,8236,455,4665,34,12,426,116.09,7.63,3,2.0,High,0.82,956117.24,53.0,0
INV-000806,2024-01-27,North,Raw Material B,Supplier-011,WH-South,4396,1405,2071,54,9,805,261.23,4.4,0,2.4,Low,0.96,1148367.08,63.7,0
INV-000807,2024-01-20,North,Component Y,Supplier-034,WH-East,9701,1996,3193,53,26,3650,69.02,5.37,19,4.6,Low,0.87,669563.02,91.1,0
INV-000808,2022-02-22,Central,Equipment,Supplier-036,WH-South,2080,1083,3649,23,9,3686,264.07,0.65,17,3.2,Medium,0.92,549265.6,17.1,0
INV-000809,2024-09-29,North,Equipment,Supplier-009,WH-North,6112,916,1403,3,21,3731,448.6,9.09,0,3.7,Critical,0.83,2741843.2,130.7,0
INV-000810,2024-11-28,Central,Raw Material B,Supplier-006,WH-West,3869,1493,4467,16,13,4567,185.7,8.24,5,4.5,Low,0.87,718473.3,26.0,0
INV-000811,2023-06-23,Central,Raw Material A,Supplier-007,WH-West,8077,888,4088,53,2,713,224.51,7.47,3,3.5,High,0.83,1813367.27,59.3,0
INV-000812,2024-03-02,East,Component X,Supplier-029,WH-East,6695,1560,3780,46,5,1080,308.35,1.14,3,2.8,High,0.73,2064403.25,53.1,0
INV-000813,2023-10-27,East,Component X,Supplier-040,WH-North,3410,689,3130,49,26,3312,499.53,2.58,15,3.6,Low,0.85,1703397.3,32.7,0
INV-000814,2022-02-02,East,Finished Good 1,Supplier-012,WH-South,9525,434,3282,42,7,472,461.26,9.9,9,3.7,High,0.83,4393501.5,87.1,0
INV-000815,2023-10-19,North,Component X,Supplier-030,WH-South,3281,1603,1230,48,26,4549,205.57,4.86,14,3.0,Low,0.86,674475.17,80.0,0
INV-000816,2024-09-25,North,Equipment,Supplier-012,WH-West,7089,881,2767,3,11,757,491.71,8.83,2,4.8,Medium,0.77,3485732.19,76.9,0
INV-000817,2023-08-12,South,Component X,Supplier-018,WH-Central,4231,1091,2193,18,15,465,373.39,6.94,5,2.3,Low,0.95,1579813.09,57.9,0
INV-000818,2023-06-20,Central,Equipment,Supplier-001,WH-West,937,1725,4725,5,24,799,54.12,8.2,2,4.6,Low,0.89,50710.44,5.9,1
INV-000819,2023-04-05,Central,Packaging,Supplier-015,WH-East,911,918,2756,28,0,611,492.33,6.29,15,1.2,Medium,0.93,448512.63,9.9,1
INV-000820,2022-01-16,East,Component X,Supplier-005,WH-Central,7727,1333,4592,41,11,1866,351.48,2.31,3,3.7,Medium,0.83,2715885.96,50.5,0
INV-000821,2023-02-02,North,Packaging,Supplier-033,WH-North,311,805,336,40,15,4694,320.39,5.39,6,4.1,Low,0.9,99641.29,27.8,1
INV-000822,2023-09-20,East,Component Y,Supplier-001,WH-North,7467,1398,685,57,11,4334,483.52,8.49,11,1.5,Low,0.93,3610443.84,327.0,0
INV-000823,2022-09-03,North,Component Y,Supplier-044,WH-North,7954,891,177,34,3,794,254.82,9.15,18,4.6,Medium,0.86,2026838.28,1348.1,0
INV-000824,2024-11-15,North,Finished Good 2,Supplier-022,WH-East,2638,1814,2350,46,20,3273,95.02,7.21,3,3.8,Low,0.98,250662.76,33.7,0
INV-000825,2022-06-02,Central,Packaging,Supplier-048,WH-West,2080,124,475,59,29,3954,142.77,6.88,1,1.7,Low,0.71,296961.6,131.4,0
INV-000826,2022-08-20,North,Raw Material A,Supplier-025,WH-South,1183,1381,4964,36,21,369,291.93,6.48,4,3.9,Medium,0.99,345353.19,7.1,1
INV-000827,2024-09-12,North,Raw Material A,Supplier-021,WH-South,2074,977,901,40,15,4294,112.61,5.89,2,4.1,Low,0.97,233553.14,69.1,0
INV-000828,2024-09-18,Central,Finished Good 2,Supplier-048,WH-East,7960,901,395,47,24,401,139.81,8.96,10,2.1,Medium,0.95,1112887.6,604.6,0
INV-000829,2022-12-04,South,Component Y,Supplier-006,WH-East,698,348,2743,18,17,1766,458.87,7.81,18,3.9,Low,0.88,320291.26,7.6,0
INV-000830,2022-04-07,Central,Packaging,Supplier-003,WH-East,161,215,103,28,10,3618,203.94,7.32,13,3.4,Low,0.72,32834.34,46.9,1
INV-000831,2023-02-12,North,Packaging,Supplier-046,WH-West,2759,1246,993,3,11,4834,394.74,4.4,15,3.8,Medium,0.74,1089087.66,83.4,0
INV-000832,2024-12-04,North,Component Y,Supplier-046,WH-East,5454,1435,3130,41,7,535,229.26,4.89,1,4.2,High,0.92,1250384.04,52.3,0
INV-000833,2023-11-15,North,Raw Material B,Supplier-006,WH-North,4024,1552,2665,12,29,2195,305.83,4.64,5,4.7,Low,1.0,1230659.92,45.3,0
INV-000834,2023-04-29,North,Raw Material A,Supplier-009,WH-South,7356,478,2131,35,21,1680,487.0,9.99,13,2.3,Low,0.91,3582372.0,103.6,0
INV-000835,2023-07-06,North,Finished Good 1,Supplier-048,WH-West,1241,403,202,15,15,2745,9.3,9.26,13,3.7,Low,0.74,11541.3,184.3,0
INV-000836,2022-03-19,Central,Component Y,Supplier-012,WH-Central,6457,1708,4045,30,7,389,36.77,1.51,13,4.9,Low,0.98,237423.89,47.9,0
INV-000837,2022-06-26,South,Finished Good 2,Supplier-004,WH-West,2401,773,3796,51,16,3919,139.11,4.98,3,1.5,Low,0.71,334003.11,19.0,0
INV-000838,2024-01-16,Central,Packaging,Supplier-001,WH-Central,6129,1301,2209,34,19,4568,252.95,3.03,18,3.7,Medium,0.93,1550330.55,83.2,0
INV-000839,2023-03-07,Central,Component Y,Supplier-041,WH-South,6017,1469,429,42,1,4953,481.35,3.34,3,1.1,Medium,0.72,2896282.95,420.8,0
INV-000840,2024-03-18,East,Equipment,Supplier-027,WH-East,8189,1936,1411,45,1,679,190.39,0.65,17,1.7,High,0.71,1559103.71,174.1,0
INV-000841,2023-09-22,North,Component X,Supplier-040,WH-Central,9355,1355,2381,16,26,4799,212.55,1.76,17,4.1,Medium,0.91,1988405.25,117.9,0
INV-000842,2022-06-30,North,Raw Material A,Supplier-044,WH-East,2371,1321,231,35,29,1672,325.59,6.09,18,3.9,Low,0.8,771973.89,307.9,0
INV-000843,2023-10-29,West,Equipment,Supplier-048,WH-North,2011,879,3133,26,5,647,490.81,6.76,11,4.4,Medium,0.83,987018.91,19.3,0
INV-000844,2023-08-25,North,Component Y,Supplier-021,WH-Central,9926,364,263,4,21,3206,133.6,9.57,0,3.0,Medium,0.85,1326113.6,1132.2,0
INV-000845,2024-07-18,South,Equipment,Supplier-040,WH-East,5015,1144,4529,57,2,591,315.8,8.34,18,4.6,Medium,0.82,1583737.0,33.2,0
INV-000846,2022-08-09,Central,Finished Good 2,Supplier-032,WH-South,7289,226,4682,3,29,2461,386.53,2.88,2,3.5,Low,0.97,2817417.17,46.7,0
INV-000847,2023-11-01,South,Raw Material A,Supplier-013,WH-South,9383,545,1755,29,20,1434,101.59,5.56,4,1.3,Low,0.72,953218.97,160.4,0
INV-000848,2023-11-03,West,Equipment,Supplier-001,WH-South,4757,648,1294,44,5,1583,104.08,2.36,6,4.6,High,0.8,495108.56,110.3,0
INV-000849,2023-02-19,North,Finished Good 2,Supplier-002,WH-Central,3131,854,1265,35,7,2290,306.43,4.92,6,2.5,Low,0.77,959432.33,74.3,0
INV-000850,2022-08-08,West,Packaging,Supplier-024,WH-Central,533,1396,2958,25,27,4628,389.51,7.79,11,1.7,Low,0.77,207608.83,5.4,1
INV-000851,2023-03-20,East,Component X,Supplier-013,WH-Central,1555,1542,1197,18,26,3076,184.77,7.72,4,4.3,Low,0.76,287317.35,39.0,0
INV-000852,2022-12-22,East,Finished Good 2,Supplier-048,WH-South,3698,1009,2931,55,20,434,428.23,7.83,6,4.7,Low,0.92,1583594.54,37.9,0
INV-000853,2024-01-20,West,Raw Material A,Supplier-001,WH-North,9115,1887,2276,53,6,2120,225.08,2.47,0,3.1,Medium,0.79,2051604.2,120.1,0
INV-000854,2023-03-16,West,Raw Material A,Supplier-037,WH-Central,2180,256,77,57,10,3510,241.63,4.52,14,3.5,Low,0.93,526753.4,849.4,0
INV-000855,2024-05-09,North,Raw Material A,Supplier-004,WH-South,1109,815,3116,16,16,2983,177.04,7.19,12,2.7,Low,0.87,196337.36,10.7,0
INV-000856,2024-09-01,South,Raw Material A,Supplier-009,WH-South,9847,836,2294,26,2,4246,116.11,1.49,1,4.4,Medium,0.81,1143335.17,128.8,0
INV-000857,2024-12-10,North,Finished Good 1,Supplier-038,WH-North,8342,1466,4811,9,16,4377,123.29,3.68,7,4.9,Medium,0.83,1028485.18,52.0,0
INV-000858,2022-07-19,West,Finished Good 2,Supplier-034,WH-North,7689,103,2930,48,6,4183,351.51,6.28,1,1.2,Low,0.79,2702760.39,78.7,0
INV-000859,2023-05-03,Central,Raw Material A,Supplier-050,WH-East,4602,737,1121,19,15,4280,212.1,5.38,3,2.0,Low,0.77,976084.2,123.2,0
INV-000860,2024-05-22,West,Finished Good 1,Supplier-021,WH-North,4230,1300,2181,58,4,459,140.72,1.19,10,4.5,Low,0.86,595245.6,58.2,0
INV-000861,2024-07-05,East,Component Y,Supplier-034,WH-West,1639,775,4422,42,4,940,254.04,7.3,9,3.7,High,0.84,416371.56,11.1,0
INV-000862,2023-10-12,East,Packaging,Supplier-011,WH-East,9181,217,2227,44,10,3652,17.89,4.06,5,3.1,High,0.77,164248.09,123.7,0
INV-000863,2022-04-04,Central,Packaging,Supplier-046,WH-South,1453,1774,2494,9,21,2137,256.49,9.37,19,1.2,Low,0.99,372679.97,17.5,1
INV-000864,2022-02-02,North,Equipment,Supplier-009,WH-East,306,322,3841,15,0,4654,297.82,3.11,4,3.1,Medium,0.79,91132.92,2.4,1
INV-000865,2023-06-29,East,Component Y,Supplier-004,WH-Central,2809,1847,4271,37,23,1449,469.14,9.82,4,2.1,Medium,0.74,1317814.26,19.7,0
INV-000866,2022-11-03,East,Finished Good 1,Supplier-040,WH-West,5859,879,3691,2,5,1423,345.18,8.84,1,1.4,Critical,0.82,2022409.62,47.6,0
INV-000867,2022-08-12,South,Packaging,Supplier-046,WH-North,8156,1511,371,58,12,3932,228.76,7.54,2,1.3,Low,0.74,1865766.56,659.5,0
INV-000868,2023-08-04,Central,Component Y,Supplier-003,WH-South,6498,1997,2344,31,8,2283,277.64,2.6,10,4.4,Medium,0.98,1804104.72,83.2,0
INV-000869,2022-06-28,East,Raw Material B,Supplier-030,WH-West,9967,467,4910,17,22,4890,490.88,6.85,11,3.8,Low,0.95,4892600.96,60.9,0
