record_id,date,region,country,category,indicator,value,target_value,previous_year_value,population_affected,budget_allocated,budget_spent,projects_completed,projects_in_progress,satisfaction_rating,trend_direction,priority_level,year_over_year_change,target_achievement,budget_utilization
PUB-00501,2024-04-13,Central,India,Infrastructure,Life Expectancy,86.85,97.84,56.09,3947945,16566683.5,13073802.16,94,24,4.3,Declining,Critical,54.84,88.77,78.92
PUB-00502,2022-10-10,North,Australia,Health,School Enrollment Rate,87.16,51.85,70.48,7992538,16483093.54,1020642.31,53,16,2.2,Stable,Medium,23.67,168.1,6.19
PUB-00503,2023-10-07,Central,India,Employment,Access to Clean Water,86.94,53.35,35.71,323011,23136739.88,12599170.38,64,27,2.3,Improving,High,143.46,162.96,54.46
PUB-00504,2022-01-12,South,Germany,Infrastructure,Access to Clean Water,23.79,97.08,86.78,548212,21439193.39,44591835.23,16,21,1.9,Stable,Low,-72.59,24.51,207.99
PUB-00505,2024-04-26,Central,USA,Education,School Enrollment Rate,27.83,56.41,19.98,4879015,43109310.06,18148708.54,17,24,1.5,Improving,High,39.29,49.34,42.1
PUB-00506,2022-09-23,West,Brazil,Infrastructure,Air Quality Index,12.9,71.08,49.23,5773736,35819054.24,23456598.98,10,12,3.2,Declining,Low,-73.8,18.15,65.49
PUB-00507,2024-05-07,East,Germany,Housing,Unemployment Rate,50.29,69.82,44.8,7987537,31037703.19,42542015.14,68,27,4.6,Improving,High,12.25,72.03,137.07
PUB-00508,2023-11-01,North,UK,Infrastructure,Hospital Beds per 1000,20.65,57.89,63.44,3988753,45024440.91,15758894.71,48,34,4.7,Improving,Low,-67.45,35.67,35.0
PUB-00509,2024-02-24,South,Australia,Infrastructure,Income Inequality,91.93,99.42,56.53,6457997,31063744.51,38072706.85,72,8,4.4,Stable,High,62.62,92.47,122.56
PUB-00510,2024-12-29,North,Brazil,Employment,Unemployment Rate,81.52,70.69,59.9,2090274,25007180.47,4801548.58,79,13,4.1,Improving,Critical,36.09,115.32,19.2
PUB-00511,2023-11-15,North,Germany,Education,Unemployment Rate,53.22,70.97,77.67,867279,33649396.86,9613877.55,22,5,4.4,Declining,Low,-31.48,74.99,28.57
PUB-00512,2022-08-13,South,France,Employment,Unemployment Rate,81.95,66.3,64.36,3924276,38757466.1,3971701.33,47,5,1.8,Improving,High,27.33,123.6,10.25
PUB-00513,2022-10-20,East,UK,Infrastructure,Income Inequality,95.5,69.64,66.94,5903231,39621367.19,34928505.84,12,23,2.1,Declining,Medium,42.67,137.13,88.16
PUB-00514,2022-04-22,North,India,Climate,School Enrollment Rate,14.22,90.75,56.64,3987907,49076084.42,2828379.61,1,22,1.1,Stable,Medium,-74.89,15.67,5.76
PUB-00515,2024-05-13,West,Germany,Climate,Renewable Energy %,67.34,66.76,10.62,3379837,16300178.71,19493107.93,75,17,4.6,Declining,Medium,534.09,100.87,119.59
PUB-00516,2022-09-16,East,Mexico,Employment,Income Inequality,49.05,68.45,40.78,5382393,34876985.03,41898268.72,58,1,3.4,Improving,Low,20.28,71.66,120.13
PUB-00517,2024-07-05,South,France,Infrastructure,Life Expectancy,15.8,50.69,18.37,3360372,14422968.5,26794221.07,69,7,2.7,Improving,High,-13.99,31.17,185.77
PUB-00518,2024-05-05,North,UK,Climate,Housing Affordability Index,89.99,60.47,46.95,794146,26262498.39,27746160.64,67,39,1.1,Improving,High,91.67,148.82,105.65
PUB-00519,2024-10-05,South,Germany,Housing,Housing Affordability Index,60.49,52.85,47.19,1257126,23690903.69,4699715.41,52,49,4.6,Improving,Low,28.18,114.46,19.84
PUB-00520,2023-01-03,Central,Canada,Housing,Housing Affordability Index,97.33,58.68,41.25,4592085,34639542.47,13939723.14,9,43,1.3,Improving,High,135.95,165.87,40.24
PUB-00521,2023-04-19,East,USA,Education,CO2 Emissions,65.16,83.39,65.62,8865157,15624282.85,7889357.76,6,7,3.0,Stable,High,-0.7,78.14,50.49
PUB-00522,2023-10-17,East,Japan,Health,Life Expectancy,38.73,97.68,94.24,7405421,4301177.85,23821168.43,6,27,2.1,Stable,Medium,-58.9,39.65,553.83
PUB-00523,2022-02-14,North,France,Housing,Access to Clean Water,98.91,60.38,16.7,7131037,16599355.87,35922417.1,50,14,2.4,Stable,Medium,492.28,163.81,216.41
PUB-00524,2024-06-21,East,Japan,Employment,Access to Clean Water,96.54,92.31,81.74,9513233,34438748.35,11452302.72,81,4,3.1,Declining,Medium,18.11,104.58,33.25
PUB-00525,2023-03-18,East,Mexico,Infrastructure,Unemployment Rate,59.5,62.57,77.46,1930551,9784253.18,40303973.9,34,26,1.2,Stable,Medium,-23.19,95.09,411.93
PUB-00526,2023-06-12,North,France,Housing,CO2 Emissions,45.16,64.76,47.87,1223132,20036664.05,13723513.24,29,12,4.5,Improving,Medium,-5.66,69.73,68.49
PUB-00527,2023-07-06,East,Mexico,Climate,Renewable Energy %,24.14,59.12,87.97,7284224,39437323.35,22005123.56,79,14,3.7,Declining,Low,-72.56,40.83,55.8
PUB-00528,2022-10-11,East,Japan,Climate,Life Expectancy,29.93,76.13,24.11,2244869,45345583.19,1067615.3,4,40,1.9,Stable,Medium,24.14,39.31,2.35
PUB-00529,2022-05-30,West,Canada,Housing,Unemployment Rate,76.34,92.77,76.93,8625172,30788427.65,7238346.06,99,11,3.7,Improving,High,-0.77,82.29,23.51
PUB-00530,2022-09-26,North,Germany,Employment,CO2 Emissions,62.76,80.66,68.45,2788383,47113357.22,41812429.29,40,32,2.1,Stable,High,-8.31,77.81,88.75
PUB-00531,2022-08-14,West,USA,Education,Access to Clean Water,50.3,67.25,15.05,4730203,9051972.23,20678052.84,27,24,1.6,Stable,Low,234.22,74.8,228.44
PUB-00532,2023-09-09,North,Canada,Housing,Life Expectancy,68.44,55.62,42.93,7071535,48727786.01,1722159.08,18,43,4.8,Stable,High,59.42,123.05,3.53
PUB-00533,2024-06-14,West,India,Health,Air Quality Index,51.2,80.8,62.88,6806670,36690853.9,26944865.8,84,26,1.2,Stable,High,-18.58,63.37,73.44
PUB-00534,2024-01-31,North,Japan,Housing,Access to Clean Water,31.44,61.88,45.98,3476042,7215305.04,12804220.05,13,7,4.8,Declining,Medium,-31.62,50.81,177.46
PUB-00535,2022-01-09,West,France,Health,CO2 Emissions,30.48,90.72,89.01,9848887,41490837.5,32454006.44,8,28,1.2,Improving,Critical,-65.76,33.6,78.22
PUB-00536,2023-01-17,East,UK,Climate,Air Quality Index,56.06,75.37,40.37,3937544,17814499.53,13736081.04,6,27,2.5,Stable,Medium,38.87,74.38,77.11
PUB-00537,2022-10-29,Central,Mexico,Housing,Unemployment Rate,20.14,92.3,10.51,9171816,24467167.08,33730163.77,52,32,3.3,Improving,Low,91.63,21.82,137.86
PUB-00538,2023-02-06,West,Germany,Employment,Renewable Energy %,70.59,60.77,70.81,6548609,43628557.34,25391748.1,50,3,2.1,Stable,Medium,-0.31,116.16,58.2
PUB-00539,2023-08-23,East,Mexico,Housing,CO2 Emissions,17.09,71.42,76.23,9036424,15901161.42,4832272.87,8,38,2.9,Improving,Medium,-77.58,23.93,30.39
PUB-00540,2024-10-07,South,USA,Employment,Air Quality Index,34.64,52.01,34.43,6118715,26261113.1,11974909.1,52,45,2.1,Stable,Medium,0.61,66.6,45.6
PUB-00541,2024-08-03,Central,USA,Infrastructure,Hospital Beds per 1000,61.6,53.82,28.8,7901512,45214561.43,39148657.79,55,39,1.3,Stable,Medium,113.89,114.46,86.58
PUB-00542,2022-01-13,East,India,Climate,Air Quality Index,10.71,60.93,53.75,6613914,36628989.53,27006660.6,59,45,3.9,Improving,Low,-80.07,17.58,73.73
PUB-00543,2023-08-11,South,Germany,Housing,Access to Clean Water,54.84,57.64,44.37,6054631,35694358.88,25172652.34,19,9,3.2,Declining,Medium,23.6,95.14,70.52
PUB-00544,2023-12-08,North,UK,Housing,Income Inequality,79.27,95.42,82.56,6706291,1936961.06,4770100.4,54,33,3.0,Improving,Medium,-3.98,83.07,246.27
PUB-00545,2024-10-06,Central,India,Education,Access to Clean Water,78.92,88.98,42.54,6547664,5707037.61,31211874.99,92,33,2.1,Stable,Medium,85.52,88.69,546.9
PUB-00546,2024-08-07,West,UK,Employment,Unemployment Rate,86.54,69.07,94.37,3669626,37367533.75,31571492.62,91,40,3.3,Declining,Low,-8.3,125.29,84.49
PUB-00547,2022-10-08,East,Brazil,Infrastructure,Air Quality Index,27.65,61.74,47.96,6876768,45491231.52,37670550.71,24,30,4.7,Improving,High,-42.35,44.78,82.81
PUB-00548,2024-02-05,Central,Mexico,Infrastructure,CO2 Emissions,90.57,81.86,91.24,6131227,44892696.41,19947703.82,2,23,3.8,Improving,Critical,-0.73,110.64,44.43
PUB-00549,2022-08-27,North,Brazil,Housing,Life Expectancy,43.85,89.5,10.01,6911260,9654162.04,39013009.74,39,18,1.3,Stable,High,338.06,48.99,404.11
PUB-00550,2024-11-30,South,Japan,Climate,Income Inequality,22.93,91.99,76.11,2977005,27438788.61,24423346.39,82,33,1.4,Declining,Medium,-69.87,24.93,89.01
PUB-00551,2023-08-20,West,Canada,Health,Unemployment Rate,67.9,57.82,20.23,3321840,16545067.47,32711486.05,5,41,2.9,Declining,Medium,235.64,117.43,197.71
PUB-00552,2022-04-17,West,USA,Education,Hospital Beds per 1000,84.87,57.0,83.35,1775314,25270002.42,14876775.2,62,38,2.7,Stable,High,1.82,148.89,58.87
PUB-00553,2024-07-28,North,Canada,Education,CO2 Emissions,50.12,56.05,75.02,4386236,19521563.01,470569.79,64,31,4.7,Stable,High,-33.19,89.42,2.41
PUB-00554,2022-02-19,North,Mexico,Infrastructure,Housing Affordability Index,28.01,59.95,14.55,323292,44200935.64,12490891.75,16,11,3.2,Declining,Medium,92.51,46.72,28.26
PUB-00555,2023-02-21,North,France,Infrastructure,Hospital Beds per 1000,73.08,73.82,94.8,1854836,29142357.17,4273807.47,98,15,1.8,Declining,High,-22.91,99.0,14.67
PUB-00556,2023-04-17,Central,Canada,Health,School Enrollment Rate,73.42,83.22,56.31,534249,3292882.73,14221505.35,11,18,2.6,Declining,Medium,30.39,88.22,431.89
PUB-00557,2024-12-20,East,Mexico,Employment,CO2 Emissions,97.86,72.62,90.92,1650954,43663639.94,587410.85,77,27,2.3,Declining,High,7.63,134.76,1.35
PUB-00558,2022-10-02,North,Mexico,Education,Air Quality Index,95.43,73.83,22.09,8147663,16868272.13,27587260.44,53,15,2.5,Declining,Medium,332.01,129.26,163.55
PUB-00559,2022-07-11,Central,Japan,Housing,Life Expectancy,91.37,65.52,60.84,8663339,24691499.9,6788983.29,44,26,1.3,Stable,Medium,50.18,139.45,27.5
PUB-00560,2023-08-23,East,UK,Climate,Renewable Energy %,34.55,94.89,70.08,848264,1393736.98,2206745.97,71,11,1.5,Declining,Low,-50.7,36.41,158.33
PUB-00561,2024-07-16,South,Australia,Education,Housing Affordability Index,16.69,78.25,83.23,744541,10634502.59,27237777.5,12,27,4.0,Stable,Medium,-79.95,21.33,256.13
PUB-00562,2022-10-22,Central,India,Health,Housing Affordability Index,39.36,51.74,15.39,2372259,4855690.65,32375857.95,92,19,1.4,Improving,Medium,155.75,76.07,666.76
PUB-00563,2023-05-13,East,India,Climate,School Enrollment Rate,51.53,64.5,62.79,8145988,42672000.07,22310670.7,15,12,3.1,Improving,Low,-17.93,79.89,52.28
PUB-00564,2023-01-31,West,Mexico,Housing,Hospital Beds per 1000,17.28,86.64,46.61,8887067,38442187.36,12206437.44,25,36,3.2,Stable,Critical,-62.93,19.94,31.75
PUB-00565,2024-06-29,Central,Australia,Health,Income Inequality,68.01,73.11,86.02,2591073,17363277.99,24166154.14,17,25,4.8,Improving,Medium,-20.94,93.02,139.18
PUB-00566,2022-11-16,West,USA,Housing,Unemployment Rate,71.96,96.06,84.14,6643875,17355326.79,29205154.89,5,45,4.8,Stable,Medium,-14.48,74.91,168.28
PUB-00567,2022-04-25,East,UK,Health,Life Expectancy,20.77,73.61,72.81,4328675,13314130.64,14794754.83,56,10,1.3,Improving,Low,-71.47,28.22,111.12
PUB-00568,2023-07-07,South,Canada,Health,Access to Clean Water,19.17,85.14,57.53,8134182,168119.43,5353413.03,39,7,2.1,Stable,Medium,-66.68,22.52,3184.29
PUB-00569,2023-10-11,North,Japan,Employment,CO2 Emissions,99.74,81.53,29.67,4979716,16755675.25,41585646.41,16,35,2.4,Stable,Medium,236.16,122.34,248.19
PUB-00570,2022-05-12,West,USA,Climate,Life Expectancy,33.23,52.46,24.66,5879821,31214675.02,21327117.29,62,45,3.9,Improving,Low,34.75,63.34,68.32
PUB-00571,2024-03-19,South,Canada,Infrastructure,Unemployment Rate,65.19,67.71,86.45,904486,28335367.15,43763091.74,12,35,4.2,Declining,High,-24.59,96.28,154.45
PUB-00572,2024-09-26,North,Japan,Infrastructure,Renewable Energy %,74.78,75.01,85.78,3756582,45190560.64,42262078.25,14,8,4.1,Declining,Medium,-12.82,99.69,93.52
PUB-00573,2024-03-30,North,Brazil,Infrastructure,Income Inequality,83.82,80.47,39.94,1854460,10122685.23,15837620.77,60,16,1.8,Stable,Medium,109.86,104.16,156.46
PUB-00574,2024-06-30,North,India,Housing,Income Inequality,67.93,72.01,33.58,5511832,12929795.12,9287198.41,4,11,4.5,Stable,High,102.29,94.33,71.83
PUB-00575,2022-01-25,North,Brazil,Housing,Access to Clean Water,55.34,58.2,18.88,4164891,1499272.59,10973306.05,86,12,2.0,Declining,High,193.11,95.09,731.91
PUB-00576,2024-03-20,Central,Mexico,Climate,Life Expectancy,52.38,94.83,32.65,9292132,42593948.05,34995253.08,32,12,3.6,Improving,Medium,60.43,55.24,82.16
PUB-00577,2023-02-08,North,Canada,Climate,Air Quality Index,55.15,76.77,35.02,6117635,22461571.05,13916626.45,14,36,3.2,Stable,Medium,57.48,71.84,61.96
PUB-00578,2024-04-13,South,Mexico,Housing,Hospital Beds per 1000,64.71,55.71,63.35,9200336,23067588.65,34754900.33,74,46,2.9,Declining,Critical,2.15,116.16,150.67
PUB-00579,2023-03-26,South,Australia,Climate,Air Quality Index,55.06,50.63,66.87,1739805,25024181.67,33550796.22,98,32,1.3,Declining,Critical,-17.66,108.75,134.07
PUB-00580,2022-10-15,Central,USA,Housing,Renewable Energy %,80.96,82.56,56.92,1477844,49334885.19,28304014.28,68,14,3.9,Improving,Medium,42.23,98.06,57.37
PUB-00581,2024-12-01,Central,USA,Health,Renewable Energy %,23.81,73.15,32.56,1748831,6503942.13,29445586.38,55,35,4.0,Stable,High,-26.87,32.55,452.73
PUB-00582,2024-05-23,East,Canada,Employment,Renewable Energy %,24.52,53.06,88.42,314751,41285631.25,47632701.97,76,38,4.4,Declining,High,-72.27,46.21,115.37
PUB-00583,2023-02-15,Central,India,Health,School Enrollment Rate,60.94,53.39,23.76,4008095,4578443.14,26542617.44,10,28,4.7,Improving,Medium,156.48,114.14,579.73
PUB-00584,2022-01-09,North,Germany,Education,Air Quality Index,83.07,51.64,15.76,6206304,49592804.59,20976668.35,61,30,1.9,Improving,High,427.09,160.86,42.3
PUB-00585,2022-08-20,North,UK,Infrastructure,Hospital Beds per 1000,92.44,57.07,94.57,5069119,26407437.99,11809105.45,0,4,3.1,Stable,Medium,-2.25,161.98,44.72
PUB-00586,2022-05-18,South,India,Infrastructure,Income Inequality,82.77,84.82,11.7,4220151,12994875.44,44851356.23,73,24,4.1,Stable,Low,607.44,97.58,345.15
PUB-00587,2022-10-11,West,UK,Climate,Housing Affordability Index,83.68,68.76,66.92,2586014,11807485.01,41110228.94,28,18,1.4,Declining,Medium,25.04,121.7,348.17
PUB-00588,2022-11-07,Central,Australia,Education,School Enrollment Rate,35.31,91.3,36.72,1017974,41143818.13,755874.07,65,30,2.0,Declining,Medium,-3.84,38.67,1.84
PUB-00589,2022-02-25,East,USA,Infrastructure,Income Inequality,27.52,97.55,93.67,7037673,23915814.5,23318053.28,63,11,4.6,Stable,Medium,-70.62,28.21,97.5
PUB-00590,2022-04-11,West,Germany,Climate,Housing Affordability Index,74.16,54.29,39.55,5991886,5726452.8,21496486.39,6,10,1.2,Improving,Low,87.51,136.6,375.39
PUB-00591,2024-11-26,West,USA,Climate,Unemployment Rate,12.9,80.61,80.76,5733426,21554088.35,43135537.39,11,7,3.9,Stable,Medium,-84.03,16.0,200.13
PUB-00592,2023-08-22,South,France,Employment,Housing Affordability Index,80.34,51.32,37.13,5222868,29749491.08,2538186.32,67,0,2.2,Improving,High,116.37,156.55,8.53
PUB-00593,2024-10-27,North,Mexico,Education,Access to Clean Water,68.34,66.16,46.16,5142849,26011552.85,42108474.8,48,23,4.9,Stable,Low,48.05,103.3,161.88
PUB-00594,2023-07-04,Central,India,Health,CO2 Emissions,30.62,63.69,66.9,9393503,47591875.53,22034236.17,63,32,4.6,Stable,Medium,-54.23,48.08,46.3
PUB-00595,2022-09-17,South,France,Climate,School Enrollment Rate,12.92,99.27,81.32,9409267,27742847.11,6559769.79,93,18,4.0,Stable,Critical,-84.11,13.02,23.64
PUB-00596,2024-03-05,West,UK,Infrastructure,Renewable Energy %,55.81,64.14,75.76,4416673,20363235.92,3923130.12,46,40,3.8,Declining,Medium,-26.33,87.01,19.27
PUB-00597,2023-06-03,North,Brazil,Employment,School Enrollment Rate,94.15,86.51,48.11,4991206,41330012.37,44613360.39,83,10,3.6,Stable,Critical,95.7,108.83,107.94
PUB-00598,2023-02-21,North,Australia,Housing,Hospital Beds per 1000,60.18,51.26,18.68,3536847,40141029.5,1809447.88,27,26,1.1,Declining,High,222.16,117.4,4.51
PUB-00599,2023-02-24,East,USA,Infrastructure,Unemployment Rate,53.93,96.71,29.86,8160527,23513401.18,39464484.96,44,14,4.8,Stable,Low,80.61,55.76,167.84
PUB-00600,2023-03-12,South,France,Employment,Hospital Beds per 1000,47.17,57.04,16.53,4993878,11059771.91,28967798.65,44,9,3.8,Stable,Medium,185.36,82.7,261.92
PUB-00601,2024-05-16,Central,Germany,Education,Access to Clean Water,79.52,54.73,80.41,1483951,7090227.45,1711833.15,35,36,4.3,Improving,Low,-1.11,145.3,24.14
PUB-00602,2024-07-13,East,Canada,Housing,Air Quality Index,62.78,97.13,77.6,6275685,2059366.73,35457781.1,88,22,3.4,Stable,Medium,-19.1,64.64,1721.78
PUB-00603,2024-02-20,West,Mexico,Infrastructure,Renewable Energy %,92.01,54.14,62.08,472167,10097609.45,3739870.03,49,2,4.2,Stable,Medium,48.21,169.95,37.04
PUB-00604,2022-02-16,South,Canada,Education,Hospital Beds per 1000,84.3,77.07,77.85,1252496,15896643.2,38658740.05,28,5,4.7,Improving,Medium,8.29,109.38,243.19
PUB-00605,2024-11-09,West,France,Education,Housing Affordability Index,77.55,83.98,69.6,1704996,17086078.96,36556356.86,29,36,1.3,Stable,Medium,11.42,92.34,213.95
PUB-00606,2022-12-07,West,Canada,Housing,Access to Clean Water,54.21,76.12,11.18,1736089,36580516.97,4461484.26,15,22,1.4,Improving,High,384.88,71.22,12.2
PUB-00607,2024-04-10,West,Canada,Health,Renewable Energy %,59.96,81.89,32.71,8850917,33916539.53,3425330.93,45,42,3.3,Improving,Medium,83.31,73.22,10.1
PUB-00608,2024-10-18,South,India,Housing,Life Expectancy,71.77,74.88,22.91,7958934,19769689.35,2625713.21,59,8,3.3,Improving,Low,213.27,95.85,13.28
PUB-00609,2022-06-25,North,Australia,Housing,Income Inequality,13.64,74.28,69.36,158082,5705345.71,19421307.3,8,34,3.2,Stable,Low,-80.33,18.36,340.41
PUB-00610,2023-02-28,North,India,Housing,Air Quality Index,31.95,70.22,73.17,6152272,12079068.16,159311.71,45,29,2.7,Improving,Medium,-56.33,45.5,1.32
PUB-00611,2024-02-20,North,Brazil,Education,Access to Clean Water,24.26,76.92,53.29,1602643,34237882.35,13888782.97,2,18,2.3,Stable,Medium,-54.48,31.54,40.57
PUB-00612,2022-01-18,West,Canada,Infrastructure,Air Quality Index,19.31,53.93,20.61,7383272,29328243.21,16979482.4,37,48,1.4,Improving,Medium,-6.31,35.81,57.89
PUB-00613,2023-11-19,North,France,Housing,School Enrollment Rate,83.16,68.81,90.67,2992797,33585861.99,34268373.13,71,40,1.5,Declining,Medium,-8.28,120.85,102.03
PUB-00614,2023-06-03,North,Brazil,Infrastructure,Air Quality Index,52.08,72.45,67.09,3661581,18262867.83,17307793.99,29,29,1.2,Stable,Medium,-22.37,71.88,94.77
PUB-00615,2023-08-09,East,Germany,Health,Hospital Beds per 1000,99.49,73.48,67.62,568015,4629581.24,26573785.21,28,32,1.0,Declining,Low,47.13,135.4,574.0
PUB-00616,2024-06-09,South,Canada,Infrastructure,Income Inequality,23.39,72.83,42.02,1639351,15999255.59,17024124.39,13,36,3.7,Declining,Medium,-44.34,32.12,106.41
PUB-00617,2022-09-30,North,India,Education,Hospital Beds per 1000,56.33,81.22,52.21,2028320,4484982.43,12749818.14,63,7,1.4,Improving,Medium,7.89,69.35,284.28
PUB-00618,2022-02-19,South,Australia,Education,School Enrollment Rate,71.23,71.82,80.78,6528274,10222844.62,43823274.84,5,2,1.0,Declining,High,-11.82,99.18,428.68
PUB-00619,2024-01-29,West,USA,Housing,Air Quality Index,13.99,85.63,37.3,9463900,10577189.64,13015178.22,89,47,1.7,Improving,High,-62.49,16.34,123.05
PUB-00620,2024-05-08,West,Australia,Employment,Air Quality Index,18.14,98.85,10.23,8227647,42668965.96,41271870.81,89,49,1.3,Stable,High,77.32,18.35,96.73
PUB-00621,2023-07-28,North,Japan,Health,Life Expectancy,33.98,79.47,27.32,6169328,26224190.71,40523713.59,51,15,3.9,Stable,High,24.38,42.76,154.53
PUB-00622,2022-04-17,North,France,Infrastructure,School Enrollment Rate,90.08,93.04,57.38,7217387,36486904.03,31803600.06,6,5,1.8,Stable,High,56.99,96.82,87.16
PUB-00623,2022-08-21,North,UK,Housing,Life Expectancy,33.31,83.75,28.46,8273369,7930104.58,26780255.96,53,49,1.0,Stable,High,17.04,39.77,337.7
PUB-00624,2023-01-20,East,Brazil,Climate,Life Expectancy,67.34,59.21,70.78,1033359,19833608.17,43913700.64,89,23,4.7,Improving,Low,-4.86,113.73,221.41
PUB-00625,2022-10-26,West,USA,Education,Unemployment Rate,41.99,58.28,22.62,1157486,39242508.73,316064.26,31,23,3.6,Improving,Medium,85.63,72.05,0.81
PUB-00626,2023-06-20,South,Mexico,Employment,Income Inequality,89.84,79.61,60.47,9425969,19808387.24,22200938.0,75,18,3.7,Declining,Low,48.57,112.85,112.08
PUB-00627,2024-01-27,South,Mexico,Education,CO2 Emissions,43.81,59.12,20.81,599295,29988013.15,28534905.69,34,14,1.6,Declining,High,110.52,74.1,95.15
PUB-00628,2022-07-11,North,Australia,Education,Hospital Beds per 1000,65.2,54.01,71.44,2871407,4698731.75,10095585.66,50,33,2.3,Stable,Medium,-8.73,120.72,214.86
PUB-00629,2023-03-17,South,UK,Housing,CO2 Emissions,19.42,99.21,20.18,1723077,41313120.17,20114145.12,47,30,3.9,Improving,Medium,-3.77,19.57,48.69
PUB-00630,2024-02-06,West,USA,Health,Hospital Beds per 1000,45.29,76.47,94.68,5252725,37991280.47,37633627.58,64,28,4.9,Stable,High,-52.17,59.23,99.06
PUB-00631,2022-04-13,South,Australia,Health,Life Expectancy,36.47,75.61,58.05,2593322,19482162.8,46536653.52,68,27,2.9,Stable,High,-37.17,48.23,238.87
PUB-00632,2022-01-02,Central,Brazil,Infrastructure,Hospital Beds per 1000,62.17,88.77,40.13,683057,48988940.04,42555595.98,74,7,2.5,Declining,High,54.92,70.03,86.87
PUB-00633,2022-06-08,South,France,Health,Air Quality Index,94.98,78.78,31.12,1777925,21977868.8,6876686.02,59,45,4.9,Improving,Low,205.21,120.56,31.29
PUB-00634,2022-08-10,East,Australia,Health,Hospital Beds per 1000,69.27,73.41,75.75,5854384,30512458.65,15149089.83,20,49,3.6,Improving,Critical,-8.55,94.36,49.65
